name,url
convnext_xxlarge.clip_laion2b_soup_ft_in1k,https://huggingface.co/timm/convnext_xxlarge.clip_laion2b_soup_ft_in1k
eva_large_patch14_196.in22k_ft_in22k_in1k,https://huggingface.co/timm/eva_large_patch14_196.in22k_ft_in22k_in1k
beit_large_patch16_512.in22k_ft_in22k_in1k,https://huggingface.co/timm/beit_large_patch16_512.in22k_ft_in22k_in1k
maxvit_xlarge_tf_512.in21k_ft_in1k,https://huggingface.co/timm/maxvit_xlarge_tf_512.in21k_ft_in1k
beitv2_large_patch16_224.in1k_ft_in22k_in1k,https://huggingface.co/timm/beitv2_large_patch16_224.in1k_ft_in22k_in1k
beit_large_patch16_384.in22k_ft_in22k_in1k,https://huggingface.co/timm/beit_large_patch16_384.in22k_ft_in22k_in1k
tf_efficientnet_l2.ns_jft_in1k,https://huggingface.co/timm/tf_efficientnet_l2.ns_jft_in1k
convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_384,https://huggingface.co/timm/convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_384
maxvit_xlarge_tf_384.in21k_ft_in1k,https://huggingface.co/timm/maxvit_xlarge_tf_384.in21k_ft_in1k
vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k
eva02_base_patch14_448.mim_in22k_ft_in1k,https://huggingface.co/timm/eva02_base_patch14_448.mim_in22k_ft_in1k
vit_large_patch14_clip_336.openai_ft_in12k_in1k,https://huggingface.co/timm/vit_large_patch14_clip_336.openai_ft_in12k_in1k
tf_efficientnet_l2.ns_jft_in1k_475,https://huggingface.co/timm/tf_efficientnet_l2.ns_jft_in1k_475
maxvit_large_tf_512.in21k_ft_in1k,https://huggingface.co/timm/maxvit_large_tf_512.in21k_ft_in1k
regnety_1280.swag_ft_in1k,https://huggingface.co/timm/regnety_1280.swag_ft_in1k
maxvit_base_tf_512.in21k_ft_in1k,https://huggingface.co/timm/maxvit_base_tf_512.in21k_ft_in1k
vit_large_patch14_clip_336.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_large_patch14_clip_336.laion2b_ft_in12k_in1k
convnextv2_large.fcmae_ft_in22k_in1k_384,https://huggingface.co/timm/convnextv2_large.fcmae_ft_in22k_in1k_384
vit_large_patch14_clip_224.openai_ft_in12k_in1k,https://huggingface.co/timm/vit_large_patch14_clip_224.openai_ft_in12k_in1k
vit_so150m2_patch16_reg1_gap_448.sbb_e200_in12k_ft_in1k,https://huggingface.co/timm/vit_so150m2_patch16_reg1_gap_448.sbb_e200_in12k_ft_in1k
caformer_b36.sail_in22k_ft_in1k_384,https://huggingface.co/timm/caformer_b36.sail_in22k_ft_in1k_384
maxvit_large_tf_384.in21k_ft_in1k,https://huggingface.co/timm/maxvit_large_tf_384.in21k_ft_in1k
convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320,https://huggingface.co/timm/convnext_large_mlp.clip_laion2b_soup_ft_in12k_in1k_320
eva_large_patch14_196.in22k_ft_in1k,https://huggingface.co/timm/eva_large_patch14_196.in22k_ft_in1k
vit_so150m2_patch16_reg1_gap_384.sbb_e200_in12k_ft_in1k,https://huggingface.co/timm/vit_so150m2_patch16_reg1_gap_384.sbb_e200_in12k_ft_in1k
maxvit_base_tf_384.in21k_ft_in1k,https://huggingface.co/timm/maxvit_base_tf_384.in21k_ft_in1k
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_large_patch14_clip_224.laion2b_ft_in12k_in1k
convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,https://huggingface.co/timm/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384
vit_large_patch14_clip_336.laion2b_ft_in1k,https://huggingface.co/timm/vit_large_patch14_clip_336.laion2b_ft_in1k
vit_large_patch14_clip_224.openai_ft_in1k,https://huggingface.co/timm/vit_large_patch14_clip_224.openai_ft_in1k
maxvit_rmlp_base_rw_384.sw_in12k_ft_in1k,https://huggingface.co/timm/maxvit_rmlp_base_rw_384.sw_in12k_ft_in1k
convnext_xlarge.fb_in22k_ft_in1k_384,https://huggingface.co/timm/convnext_xlarge.fb_in22k_ft_in1k_384
deit3_large_patch16_384.fb_in22k_ft_in1k,https://huggingface.co/timm/deit3_large_patch16_384.fb_in22k_ft_in1k
convnextv2_base.fcmae_ft_in22k_in1k_384,https://huggingface.co/timm/convnextv2_base.fcmae_ft_in22k_in1k_384
beit3_large_patch16_224.in22k_ft_in1k,https://huggingface.co/timm/beit3_large_patch16_224.in22k_ft_in1k
vit_huge_patch14_clip_224.laion2b_ft_in1k,https://huggingface.co/timm/vit_huge_patch14_clip_224.laion2b_ft_in1k
convformer_b36.sail_in22k_ft_in1k_384,https://huggingface.co/timm/convformer_b36.sail_in22k_ft_in1k_384
beit3_large_patch16_224.indomain_in22k_ft_in1k,https://huggingface.co/timm/beit3_large_patch16_224.indomain_in22k_ft_in1k
mambaout_base_plus_rw.sw_e150_r384_in12k_ft_in1k,https://huggingface.co/timm/mambaout_base_plus_rw.sw_e150_r384_in12k_ft_in1k
convnextv2_large.fcmae_ft_in22k_in1k,https://huggingface.co/timm/convnextv2_large.fcmae_ft_in22k_in1k
beit_large_patch16_224.in22k_ft_in22k_in1k,https://huggingface.co/timm/beit_large_patch16_224.in22k_ft_in22k_in1k
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,https://huggingface.co/timm/maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,https://huggingface.co/timm/swinv2_large_window12to24_192to384.ms_in22k_ft_in1k
caformer_m36.sail_in22k_ft_in1k_384,https://huggingface.co/timm/caformer_m36.sail_in22k_ft_in1k_384
convnext_large.fb_in22k_ft_in1k_384,https://huggingface.co/timm/convnext_large.fb_in22k_ft_in1k_384
caformer_b36.sail_in22k_ft_in1k,https://huggingface.co/timm/caformer_b36.sail_in22k_ft_in1k
vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,https://huggingface.co/timm/vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k
beitv2_large_patch16_224.in1k_ft_in1k,https://huggingface.co/timm/beitv2_large_patch16_224.in1k_ft_in1k
coatnet_rmlp_2_rw_384.sw_in12k_ft_in1k,https://huggingface.co/timm/coatnet_rmlp_2_rw_384.sw_in12k_ft_in1k
convnext_xlarge.fb_in22k_ft_in1k,https://huggingface.co/timm/convnext_xlarge.fb_in22k_ft_in1k
vit_so150m_patch16_reg4_gap_384.sbb_e250_in12k_ft_in1k,https://huggingface.co/timm/vit_so150m_patch16_reg4_gap_384.sbb_e250_in12k_ft_in1k
convnext_large_mlp.clip_laion2b_augreg_ft_in1k,https://huggingface.co/timm/convnext_large_mlp.clip_laion2b_augreg_ft_in1k
vit_so150m2_patch16_reg1_gap_256.sbb_e200_in12k_ft_in1k,https://huggingface.co/timm/vit_so150m2_patch16_reg1_gap_256.sbb_e200_in12k_ft_in1k
seresnextaa201d_32x8d.sw_in12k_ft_in1k_384,https://huggingface.co/timm/seresnextaa201d_32x8d.sw_in12k_ft_in1k_384
vit_large_patch14_clip_224.laion2b_ft_in1k,https://huggingface.co/timm/vit_large_patch14_clip_224.laion2b_ft_in1k
convnextv2_large.fcmae_ft_in22k_in1k,https://huggingface.co/timm/convnextv2_large.fcmae_ft_in22k_in1k
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch16_clip_384.laion2b_ft_in12k_in1k
deit3_huge_patch14_224.fb_in22k_ft_in1k,https://huggingface.co/timm/deit3_huge_patch14_224.fb_in22k_ft_in1k
convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,https://huggingface.co/timm/convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384
swin_large_patch4_window12_384.ms_in22k_ft_in1k,https://huggingface.co/timm/swin_large_patch4_window12_384.ms_in22k_ft_in1k
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,https://huggingface.co/timm/swinv2_base_window12to24_192to384.ms_in22k_ft_in1k
vit_large_patch16_384.augreg_in21k_ft_in1k,https://huggingface.co/timm/vit_large_patch16_384.augreg_in21k_ft_in1k
volo_d5_512.sail_in1k,https://huggingface.co/timm/volo_d5_512.sail_in1k
vit_base_patch16_clip_384.openai_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch16_clip_384.openai_ft_in12k_in1k
convnext_large.fb_in22k_ft_in1k,https://huggingface.co/timm/convnext_large.fb_in22k_ft_in1k
convnextv2_base.fcmae_ft_in22k_in1k,https://huggingface.co/timm/convnextv2_base.fcmae_ft_in22k_in1k
convformer_b36.sail_in22k_ft_in1k,https://huggingface.co/timm/convformer_b36.sail_in22k_ft_in1k
deit3_large_patch16_224.fb_in22k_ft_in1k,https://huggingface.co/timm/deit3_large_patch16_224.fb_in22k_ft_in1k
volo_d5_448.sail_in1k,https://huggingface.co/timm/volo_d5_448.sail_in1k
convnext_xlarge.fb_in22k_ft_in1k,https://huggingface.co/timm/convnext_xlarge.fb_in22k_ft_in1k
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,https://huggingface.co/timm/swinv2_large_window12to16_192to256.ms_in22k_ft_in1k
mambaout_base_plus_rw.sw_e150_in12k_ft_in1k,https://huggingface.co/timm/mambaout_base_plus_rw.sw_e150_in12k_ft_in1k
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,https://huggingface.co/timm/maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k
convformer_m36.sail_in22k_ft_in1k_384,https://huggingface.co/timm/convformer_m36.sail_in22k_ft_in1k_384
caformer_s36.sail_in22k_ft_in1k_384,https://huggingface.co/timm/caformer_s36.sail_in22k_ft_in1k_384
tf_efficientnet_b7.ns_jft_in1k,https://huggingface.co/timm/tf_efficientnet_b7.ns_jft_in1k
hiera_huge_224.mae_in1k_ft_in1k,https://huggingface.co/timm/hiera_huge_224.mae_in1k_ft_in1k
regnety_320.swag_ft_in1k,https://huggingface.co/timm/regnety_320.swag_ft_in1k
convnext_base.fb_in22k_ft_in1k_384,https://huggingface.co/timm/convnext_base.fb_in22k_ft_in1k_384
beit_base_patch16_384.in22k_ft_in22k_in1k,https://huggingface.co/timm/beit_base_patch16_384.in22k_ft_in22k_in1k
tf_efficientnetv2_l.in21k_ft_in1k,https://huggingface.co/timm/tf_efficientnetv2_l.in21k_ft_in1k
volo_d4_448.sail_in1k,https://huggingface.co/timm/volo_d4_448.sail_in1k
tf_efficientnetv2_xl.in21k_ft_in1k,https://huggingface.co/timm/tf_efficientnetv2_xl.in21k_ft_in1k
convnextv2_base.fcmae_ft_in22k_in1k,https://huggingface.co/timm/convnextv2_base.fcmae_ft_in22k_in1k
deit3_base_patch16_384.fb_in22k_ft_in1k,https://huggingface.co/timm/deit3_base_patch16_384.fb_in22k_ft_in1k
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,https://huggingface.co/timm/seresnextaa101d_32x8d.sw_in12k_ft_in1k_288
vit_so150m_patch16_reg4_gap_256.sbb_e250_in12k_ft_in1k,https://huggingface.co/timm/vit_so150m_patch16_reg4_gap_256.sbb_e250_in12k_ft_in1k
mambaout_base_plus_rw.sw_e150_in12k_ft_in1k,https://huggingface.co/timm/mambaout_base_plus_rw.sw_e150_in12k_ft_in1k
maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,https://huggingface.co/timm/maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k
vit_base_patch16_clip_384.laion2b_ft_in1k,https://huggingface.co/timm/vit_base_patch16_clip_384.laion2b_ft_in1k
vit_betwixt_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,https://huggingface.co/timm/vit_betwixt_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k
convnextv2_huge.fcmae_ft_in1k,https://huggingface.co/timm/convnextv2_huge.fcmae_ft_in1k
convnext_large.fb_in22k_ft_in1k,https://huggingface.co/timm/convnext_large.fb_in22k_ft_in1k
vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,https://huggingface.co/timm/vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k
caformer_m36.sail_in22k_ft_in1k,https://huggingface.co/timm/caformer_m36.sail_in22k_ft_in1k
maxvit_base_tf_512.in1k,https://huggingface.co/timm/maxvit_base_tf_512.in1k
coatnet_2_rw_224.sw_in12k_ft_in1k,https://huggingface.co/timm/coatnet_2_rw_224.sw_in12k_ft_in1k
nextvit_large.bd_ssld_6m_in1k_384,https://huggingface.co/timm/nextvit_large.bd_ssld_6m_in1k_384
coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k,https://huggingface.co/timm/coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k
maxvit_large_tf_512.in1k,https://huggingface.co/timm/maxvit_large_tf_512.in1k
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,https://huggingface.co/timm/seresnextaa101d_32x8d.sw_in12k_ft_in1k_288
seresnextaa101d_32x8d.sw_in12k_ft_in1k,https://huggingface.co/timm/seresnextaa101d_32x8d.sw_in12k_ft_in1k
volo_d3_448.sail_in1k,https://huggingface.co/timm/volo_d3_448.sail_in1k
beitv2_base_patch16_224.in1k_ft_in22k_in1k,https://huggingface.co/timm/beitv2_base_patch16_224.in1k_ft_in22k_in1k
convnext_base.clip_laiona_augreg_ft_in1k_384,https://huggingface.co/timm/convnext_base.clip_laiona_augreg_ft_in1k_384
cait_m48_448.fb_dist_in1k,https://huggingface.co/timm/cait_m48_448.fb_dist_in1k
tf_efficientnet_b6.ns_jft_in1k,https://huggingface.co/timm/tf_efficientnet_b6.ns_jft_in1k
tiny_vit_21m_512.dist_in22k_ft_in1k,https://huggingface.co/timm/tiny_vit_21m_512.dist_in22k_ft_in1k
swin_base_patch4_window12_384.ms_in22k_ft_in1k,https://huggingface.co/timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k
caformer_b36.sail_in1k_384,https://huggingface.co/timm/caformer_b36.sail_in1k_384
efficientvit_l3.r384_in1k,https://huggingface.co/timm/efficientvit_l3.r384_in1k
hgnetv2_b6.ssld_stage2_ft_in1k,https://huggingface.co/timm/hgnetv2_b6.ssld_stage2_ft_in1k
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,https://huggingface.co/timm/convnext_base.clip_laion2b_augreg_ft_in12k_in1k
convformer_s36.sail_in22k_ft_in1k_384,https://huggingface.co/timm/convformer_s36.sail_in22k_ft_in1k_384
nextvit_base.bd_ssld_6m_in1k_384,https://huggingface.co/timm/nextvit_base.bd_ssld_6m_in1k_384
dm_nfnet_f6.dm_in1k,https://huggingface.co/timm/dm_nfnet_f6.dm_in1k
swin_large_patch4_window7_224.ms_in22k_ft_in1k,https://huggingface.co/timm/swin_large_patch4_window7_224.ms_in22k_ft_in1k
convnext_base.fb_in22k_ft_in1k,https://huggingface.co/timm/convnext_base.fb_in22k_ft_in1k
hgnetv2_b6.ssld_stage1_in22k_in1k,https://huggingface.co/timm/hgnetv2_b6.ssld_stage1_in22k_in1k
maxvit_base_tf_384.in1k,https://huggingface.co/timm/maxvit_base_tf_384.in1k
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,https://huggingface.co/timm/swinv2_base_window12to16_192to256.ms_in22k_ft_in1k
convnextv2_huge.fcmae_ft_in1k,https://huggingface.co/timm/convnextv2_huge.fcmae_ft_in1k
vit_base_patch8_224.augreg2_in21k_ft_in1k,https://huggingface.co/timm/vit_base_patch8_224.augreg2_in21k_ft_in1k
maxvit_large_tf_384.in1k,https://huggingface.co/timm/maxvit_large_tf_384.in1k
efficientvit_l3.r320_in1k,https://huggingface.co/timm/efficientvit_l3.r320_in1k
vit_base_patch16_clip_384.openai_ft_in1k,https://huggingface.co/timm/vit_base_patch16_clip_384.openai_ft_in1k
hgnetv2_b6.ssld_stage2_ft_in1k,https://huggingface.co/timm/hgnetv2_b6.ssld_stage2_ft_in1k
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch16_clip_224.laion2b_ft_in12k_in1k
vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k,https://huggingface.co/timm/vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k
vit_large_r50_s32_384.augreg_in21k_ft_in1k,https://huggingface.co/timm/vit_large_r50_s32_384.augreg_in21k_ft_in1k
convnext_small.in12k_ft_in1k_384,https://huggingface.co/timm/convnext_small.in12k_ft_in1k_384
convnext_base.clip_laion2b_augreg_ft_in1k,https://huggingface.co/timm/convnext_base.clip_laion2b_augreg_ft_in1k
caformer_m36.sail_in1k_384,https://huggingface.co/timm/caformer_m36.sail_in1k_384
dm_nfnet_f6.dm_in1k,https://huggingface.co/timm/dm_nfnet_f6.dm_in1k
convformer_m36.sail_in22k_ft_in1k,https://huggingface.co/timm/convformer_m36.sail_in22k_ft_in1k
convnextv2_large.fcmae_ft_in1k,https://huggingface.co/timm/convnextv2_large.fcmae_ft_in1k
maxvit_small_tf_512.in1k,https://huggingface.co/timm/maxvit_small_tf_512.in1k
dm_nfnet_f5.dm_in1k,https://huggingface.co/timm/dm_nfnet_f5.dm_in1k
tf_efficientnet_b5.ns_jft_in1k,https://huggingface.co/timm/tf_efficientnet_b5.ns_jft_in1k
tiny_vit_21m_384.dist_in22k_ft_in1k,https://huggingface.co/timm/tiny_vit_21m_384.dist_in22k_ft_in1k
volo_d5_224.sail_in1k,https://huggingface.co/timm/volo_d5_224.sail_in1k
cait_m36_384.fb_dist_in1k,https://huggingface.co/timm/cait_m36_384.fb_dist_in1k
volo_d2_384.sail_in1k,https://huggingface.co/timm/volo_d2_384.sail_in1k
hgnetv2_b6.ssld_stage1_in22k_in1k,https://huggingface.co/timm/hgnetv2_b6.ssld_stage1_in22k_in1k
hiera_large_224.mae_in1k_ft_in1k,https://huggingface.co/timm/hiera_large_224.mae_in1k_ft_in1k
regnety_160.sw_in12k_ft_in1k,https://huggingface.co/timm/regnety_160.sw_in12k_ft_in1k
xcit_large_24_p8_384.fb_dist_in1k,https://huggingface.co/timm/xcit_large_24_p8_384.fb_dist_in1k
regnety_160.swag_ft_in1k,https://huggingface.co/timm/regnety_160.swag_ft_in1k
tf_efficientnetv2_m.in21k_ft_in1k,https://huggingface.co/timm/tf_efficientnetv2_m.in21k_ft_in1k
vit_base_patch16_384.augreg_in21k_ft_in1k,https://huggingface.co/timm/vit_base_patch16_384.augreg_in21k_ft_in1k
regnety_160.lion_in12k_ft_in1k,https://huggingface.co/timm/regnety_160.lion_in12k_ft_in1k
efficientvit_l2.r384_in1k,https://huggingface.co/timm/efficientvit_l2.r384_in1k
nextvit_small.bd_ssld_6m_in1k_384,https://huggingface.co/timm/nextvit_small.bd_ssld_6m_in1k_384
regnety_1280.swag_lc_in1k,https://huggingface.co/timm/regnety_1280.swag_lc_in1k
seresnextaa101d_32x8d.sw_in12k_ft_in1k,https://huggingface.co/timm/seresnextaa101d_32x8d.sw_in12k_ft_in1k
vit_base_patch16_clip_224.openai_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch16_clip_224.openai_ft_in12k_in1k
efficientvit_l3.r256_in1k,https://huggingface.co/timm/efficientvit_l3.r256_in1k
efficientnet_b5.sw_in12k_ft_in1k,https://huggingface.co/timm/efficientnet_b5.sw_in12k_ft_in1k
volo_d4_224.sail_in1k,https://huggingface.co/timm/volo_d4_224.sail_in1k
vit_large_patch16_224.augreg_in21k_ft_in1k,https://huggingface.co/timm/vit_large_patch16_224.augreg_in21k_ft_in1k
tf_efficientnetv2_l.in21k_ft_in1k,https://huggingface.co/timm/tf_efficientnetv2_l.in21k_ft_in1k
rdnet_large.nv_in1k_ft_in1k_384,https://huggingface.co/timm/rdnet_large.nv_in1k_ft_in1k_384
xcit_medium_24_p8_384.fb_dist_in1k,https://huggingface.co/timm/xcit_medium_24_p8_384.fb_dist_in1k
vit_base_patch8_224.augreg_in21k_ft_in1k,https://huggingface.co/timm/vit_base_patch8_224.augreg_in21k_ft_in1k
dm_nfnet_f4.dm_in1k,https://huggingface.co/timm/dm_nfnet_f4.dm_in1k
deit3_large_patch16_384.fb_in1k,https://huggingface.co/timm/deit3_large_patch16_384.fb_in1k
convnext_base.fb_in22k_ft_in1k,https://huggingface.co/timm/convnext_base.fb_in22k_ft_in1k
efficientvit_l3.r224_in1k,https://huggingface.co/timm/efficientvit_l3.r224_in1k
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch32_clip_448.laion2b_ft_in12k_in1k
caformer_s36.sail_in22k_ft_in1k,https://huggingface.co/timm/caformer_s36.sail_in22k_ft_in1k
xcit_large_24_p16_384.fb_dist_in1k,https://huggingface.co/timm/xcit_large_24_p16_384.fb_dist_in1k
eva02_small_patch14_336.mim_in22k_ft_in1k,https://huggingface.co/timm/eva02_small_patch14_336.mim_in22k_ft_in1k
convformer_b36.sail_in1k_384,https://huggingface.co/timm/convformer_b36.sail_in1k_384
caformer_s36.sail_in1k_384,https://huggingface.co/timm/caformer_s36.sail_in1k_384
convnextv2_large.fcmae_ft_in1k,https://huggingface.co/timm/convnextv2_large.fcmae_ft_in1k
convnext_small.fb_in22k_ft_in1k_384,https://huggingface.co/timm/convnext_small.fb_in22k_ft_in1k_384
vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,https://huggingface.co/timm/vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k
deit3_base_patch16_224.fb_in22k_ft_in1k,https://huggingface.co/timm/deit3_base_patch16_224.fb_in22k_ft_in1k
dm_nfnet_f5.dm_in1k,https://huggingface.co/timm/dm_nfnet_f5.dm_in1k
dm_nfnet_f3.dm_in1k,https://huggingface.co/timm/dm_nfnet_f3.dm_in1k
tf_efficientnetv2_l.in1k,https://huggingface.co/timm/tf_efficientnetv2_l.in1k
maxvit_tiny_tf_512.in1k,https://huggingface.co/timm/maxvit_tiny_tf_512.in1k
flexivit_large.1200ep_in1k,https://huggingface.co/timm/flexivit_large.1200ep_in1k
efficientvit_l2.r288_in1k,https://huggingface.co/timm/efficientvit_l2.r288_in1k
regnety_160.lion_in12k_ft_in1k,https://huggingface.co/timm/regnety_160.lion_in12k_ft_in1k
regnety_160.sw_in12k_ft_in1k,https://huggingface.co/timm/regnety_160.sw_in12k_ft_in1k
beitv2_base_patch16_224.in1k_ft_in1k,https://huggingface.co/timm/beitv2_base_patch16_224.in1k_ft_in1k
xcit_small_24_p8_384.fb_dist_in1k,https://huggingface.co/timm/xcit_small_24_p8_384.fb_dist_in1k
convformer_m36.sail_in1k_384,https://huggingface.co/timm/convformer_m36.sail_in1k_384
tf_efficientnetv2_xl.in21k_ft_in1k,https://huggingface.co/timm/tf_efficientnetv2_xl.in21k_ft_in1k
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,https://huggingface.co/timm/vit_medium_patch16_gap_384.sw_in12k_ft_in1k
maxvit_small_tf_384.in1k,https://huggingface.co/timm/maxvit_small_tf_384.in1k
flexivit_large.600ep_in1k,https://huggingface.co/timm/flexivit_large.600ep_in1k
nextvit_large.bd_ssld_6m_in1k,https://huggingface.co/timm/nextvit_large.bd_ssld_6m_in1k
dm_nfnet_f4.dm_in1k,https://huggingface.co/timm/dm_nfnet_f4.dm_in1k
caformer_b36.sail_in1k,https://huggingface.co/timm/caformer_b36.sail_in1k
convnextv2_base.fcmae_ft_in1k,https://huggingface.co/timm/convnextv2_base.fcmae_ft_in1k
hgnet_base.ssld_in1k,https://huggingface.co/timm/hgnet_base.ssld_in1k
vit_base_patch16_clip_224.laion2b_ft_in1k,https://huggingface.co/timm/vit_base_patch16_clip_224.laion2b_ft_in1k
cait_s36_384.fb_dist_in1k,https://huggingface.co/timm/cait_s36_384.fb_dist_in1k
beit3_base_patch16_224.indomain_in22k_ft_in1k,https://huggingface.co/timm/beit3_base_patch16_224.indomain_in22k_ft_in1k
caformer_s18.sail_in22k_ft_in1k_384,https://huggingface.co/timm/caformer_s18.sail_in22k_ft_in1k_384
volo_d3_224.sail_in1k,https://huggingface.co/timm/volo_d3_224.sail_in1k
deit_base_distilled_patch16_384.fb_in1k,https://huggingface.co/timm/deit_base_distilled_patch16_384.fb_in1k
